	Phylum	Class	Order	Family	Genus	Species	3SppN.1.1	3SppN.1.2	3SppN.2.1	3SppN.2.2	3sppN.3.1	3sppN.3.2	3sppN.4.1	3sppN.4.2	6Spp.1.1	6Spp.1.2	6spp.2.1	6spp.2.2	6spp.3.1	6spp.3.2	6Spp.4.1	6Spp.4.2	Canola.1.1	Canola.1.2	Canola.2.1	Canola.2.2	Canola.3.1	Canola.3.2	Canola.4.1	Canola.4.2	Clover.1.1	Clover.1.2	Clover.2.1	Clover.2.2	Clover.3.1	Clover.3.2	Clover.4.1	Clover.4.2	Fallow.1.1	Fallow.1.2	Fallow.2.1	Fallow.2.2	Fallow.3.1	Fallow.3.2	Fallow.4.1	Fallow.4.2	Oat.1.1	Oat.1.2	Oat.2.1	Oat.2.2	Oat.3.1	Oat.3.2	Oat.4.1	Oat.4.2	Pea.1.1	Pea.1.2	Pea.2.1	Pea.2.2	Pea.3.1	Pea.3.2	Pea.4.1	Pea.4.2	Radish.1.1	Radish.1.2	Radish.2.1	Radish.2.2	Radish.3.1	Radish.3.2	Radish.4.1	Radish.4.2	Rye.1.1	Rye.1.2	Rye.2.1	Rye.2.2	Rye.3.1	Rye.3.2	Rye.4.1	Rye.4.2
OTU_26	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Trichocladium	asperum	0.006083388	0.008377071	0.012038639	0.007133044	0.016178109	0.022132008	0.003828146	0.005962131	0.011684981	0.004682093	0.013151019	0.005531908	0.008641228	0.00351237	0.004720162	0.00394457	0.008094632	0.005563974	0.027426669	0.006098922	0.00700777	0.004857738	0.005126092	0.002845882	0.015459494	0.006477427	0.012009373	0.009934782	0.013359853	0.002643137	0.002280073	0.002700206	0.022152324	0.004395239	0.008424874	0.002552319	0.01585683	0.010767324	0.007000441	0.005101804	0.002425628	0.006750988	0.007064687	0.008107562	0.004920712	0.001413138	0.00156195	0.006680351	0.008480336	0.023325635	0.006563995	0.041701529	0.036020299	0.02810659	0.004761476	0.008227156	0.009489742	0.007736618	0.006531792	0.010590059	0.019032019	0.019005453	0.007449411	0.003537425	0.002067638	0.002374755	0.000636507	0.005270664	0.016586056	0.006885174	0.003498161	0.001404436
OTU_264	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	sp.	0.001616184	0.000292393	0.0000577	0.00011102	0.00104997	0.000272975	0.000176684	0.000458625	0.00050952	0.001764267	0.0000523	0.0000828	0.000302847	0.000148784	0.000465041	0.000399613	0.001079284	0.000426177	0.0000438	0.0000807	0.000586424	0.004400018	0.000412148	0.000595373	0.000147489	0.000237832	0.0000862	0.000145516	0.000412804	0.001771464	0.000354186	0.000189488	0.000241955	0.000407806	0.000139639	0.0000221	0.000322915	0.000162526	0.0000778	0.000337021	0.0000727	0.000237154	0.0000257	0.0000357	0.000243427	0.0000717	0.000109996	0.000619451	0.000818685	0.000404157	0.0000636	0.000074	0.000478064	0.000756926	0.000195266	0.000215693	0.000546917	0.012086959	0.000115607	0.000175526	0.000546001	0.000269964	0.000333556	0.000457577	0.000340645	0.000182673	0.0000291	0.000062	0.000424679	0.000277764	0.000270825	0.0000943
OTU_266	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	sp.	0.0000726	0.000116957	0.0000577	0.0000278	0.000192852	0.000084	0.000265025	0.000240232	0.000101904	0.0000679	0.000330953	0.000231876	0.000201898	0.0000159	0.0000465	0.000154689	0.0000648	0.000236765	0.0000438	0.0000522	0.000102624	0.001181213	0.000386389	0.0000953	0.000147489	0.000111921	0.000327372	0.000383633	0.000300221	0.0000787	0.000221366	0.0000711	0.0000269	0.0000906	0.000116366	0.0000221	0.000118969	0.0000609	0.000155565	0.000093	0.000105749	0.000142292	0.000295432	0.0000594	0.00045208	0.00040703	0.000044	0.0000607	0.0000927	0.001193226	0.000349656	0.000177705	0.0000735	0.000145914	0.000165225	0.000107847	0.00019216	0.0000362	0.000101156	0.000175526	0.000195	0.000081	0.000250167	0.0000968	0.0000317	0.000137005	0.00000364	0.00015502	0.00014156	0.0000673	0.000315963	0.0000314
OTU_267	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales	Candida	sp.	0.00085349	0.000248534	0.0000865	0.0000971	0.001285678	0.00022398	0.000765629	0.000349429	0.000118888	0.000135713	0.000888347	0.000496878	0.001070059	0.000085	0.000465041	0.000128908	0.000582813	0.0000474	0.000920064	0.000185248	0.000557103	0.000177182	0.002678962	0.000202427	0.000160897	0.0000979	0.000447982	0.000582064	0.000394041	0.000174335	0.000774782	0.000260546	0.0000269	0.000407806	0.000884379	0.000184416	0.000458879	0.00056884	0.000985247	0.000337021	0.000152015	0.000363636	0.000642244	0.000213983	0.000504243	0.000134721	0.000066	0.000352237	0.00069511	0.000615858	0.000174828	0.000325793	0.001562902	0.000857242	0.000225306	0.000570046	0.000280849	0.00015666	0.000534682	0.000438815	0.000721501	0.000341954	0.000250167	0.000167192	0.00011883	0.00027401	0.0000618	0.000341043	0.000212339	0.000361935	0.000835045	0.000131011
OTU_268	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	elegans	0.002760224	0.000321633	0.00017301	0.000138775	0.000514271	0.000412963	0.000588945	0.000960929	0.000849199	0.001153559	0.000435464	0.000513441	0.000464365	0.000223176	0.000511545	0.001044151	0.001510998	0.000331471	0.000394313	0.000128248	0.000439818	0.000221477	0.001854666	0.000678725	0.000455874	0.000251822	0.000258451	0.000396862	0.000581679	0.00025869	0.000686235	0.000698738	0.000604887	0.000815611	0.000535282	0.000184416	0.000883768	0.000467261	0.000777827	0.000337021	0.000522138	0.00058498	0.001541386	0.000142655	0.000278203	0.0000946	0.000142995	0.000534428	0.001266644	0.000712086	0.000349656	0.000444263	0.000625161	0.000437741	0.000375511	0.000477606	0.000812984	0.000397677	0.002182081	0.000702103	0.000721501	0.00044994	0.000500334	0.000281586	0.001418035	0.001233046	0.0000655	0.000170521	0.000495458	0.000387186	0.000993026	0.000272502
OTU_2684	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	lixii	0.000108956	0.000190056	0.001038062	0.000485713	0.000321419	0.000139987	0.000412262	0.000829894	0.00033968	0.001492841	0.000940603	0.001010318	0.000201898	0.000223176	0.000395284	0.000244924	0.000539642	0.000236765	0.000854345	0.000123498	0.000190588	0.000236243	0.00036063	0.000130982	0.000254753	0.000405714	0.001567938	0.000978927	0.000394041	0.0002137	0.000575552	0.000153959	0.000107536	0.000181247	0.000488736	0.000103273	0.000441884	0.0000813	0.000129638	0.000139457	0.000244546	0.00055336	0.001618456	0.000546844	0.000278203	0.000117523	0.000131996	0.000145753	0.000617875	0.000615858	0.001509878	0.003132057	0.000294193	0.000164153	0.000555756	0.000539233	0.000399101	0.000132559	0.00132948	0.004197993	0.000117	0.000242967	0.000250167	0.0000792	0.0000713	0.001278714	0.0000655	0.001007627	0.001179663	0.000294598	0.000767338	0.0000786
OTU_270	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	flavus	0.000163434	0.000394731	0.00017301	0.0000833	0.000171424	0.000188983	0.00032392	0.000393108	0.000034	0.0000679	0.00012193	0.000115938	0.001594993	0.0000797	0.00011626	0.000154689	0.002892482	0.000071	0.0000657	0.000076	0.000293212	0.0000886	0.000386389	0.000226242	0.000174305	0.017557604	0.000103381	0.00021166	0.000412804	0.00025869	0.0000885	0.0000829	0.0000672	0.000120831	0.000605101	0.000118026	0.00030592	0.00014221	0.004407685	0.0000465	0.000112359	0.000252964	0.000218363	0.0000594	0.000556406	0.000086	0.000120996	0.00027936	0.000139022	0.000307929	0.000429123	0.000199919	0.00044129	0.000136794	0.000105143	0.000107847	0.0000739	0.000108457	0.000346821	0.000175526	0.0003315	0.000081	0.000111185	0.000140793	0.0000713	0.0000913	0.0000364	0.000139518	0.000660611	0.0000926	0.0003611	0.0000576
OTU_271	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	sp.	0.000671897	0.000804082	0.0000433	0.0000971	0.00115711	0.000594946	0.000795076	0.001375876	0.000305712	0.000814277	0.00012193	0.000182189	0.002584292	0.000255059	0.000651057	0.000399613	0.000410128	0.000071	0.000394313	0.000118748	0.000175927	0.000295303	0.002344092	0.000214334	0.000187713	0.000405714	0.0000517	0.000238117	0.001088303	0.000388035	0.000243503	0.000225017	0.000537678	0.00111769	0.00037237	0.000059	0.000628835	0.000528208	0.001348233	0.000557828	0.000383342	0.000774704	0.000141294	0.000130767	0.000469467	0.000209248	0.00029699	0.000801642	0.000463406	0.003098537	0.000222508	0.000207323	0.001066451	0.00134058	0.000390531	0.000893586	0.001862473	0.000783302	0.00017341	0.000438815	0.001033501	0.00052193	0.000361352	0.000272786	0.000205972	0.000867699	0.0000436	0.000232529	0.002194172	0.000597613	0.001399264	0.000335388
OTU_272	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	sp.	0.002451514	0.002777737	0.001038062	0.001151834	0.000149996	0.000104991	0.000294473	0.000480465	0.001273799	0.001357128	0.000592231	0.000612816	0.000141328	0.0000585	0.00023252	0.000825008	0.0000648	0.000497206	0.002519223	0.0000665	0.000044	0.0000443	0.000180315	0.0000834	0.001407846	0.003231718	0.000775354	0.000330718	0.0000751	0.0000731	0.000177093	0.000106587	0.000658655	0.000377598	0.002117855	0.000147533	0.000135964	0.000223473	0.00010371	0.000151078	0.000588231	0.004063241	0.000924832	0.0000832	0.000399917	0.0000545	0.000033	0.000206484	0.000432513	0.000866051	0.00050859	0.001125467	0.0000184	0.0000365	0.0000601	0.000539233	0.000251286	0.000120508	0.0000578	0.000117017	0.000312	0.000125983	0.000472537	0.00020239	0.000253503	0.0000913	0.0000255	0.00127116	0.000306712	0.0000505	0.00018055	0.0000681
OTU_279	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	sp.	0.003867945	0.006037923	0.000446943	0.000346938	0.001092826	0.001056905	0.000765629	0.001048287	0.004076156	0.025446156	0.000748998	0.001457509	0.000383606	0.000148784	0.000372032	0.000296487	0.000885013	0.000236765	0.000503845	0.000251747	0.000513121	0.000221477	0.000437907	0.000142889	0.000978788	0.000797437	0.000551363	0.000912783	0.000581679	0.000219324	0.000154956	0.000177645	0.001774337	0.001011962	0.000349097	0.000125403	0.000424888	0.000507893	0.000285203	0.000371885	0.00019828	0.000822134	0.000385347	0.000273422	0.00022604	0.000086	0.000285991	0.000898811	0.000571534	0.001058507	0.000556271	0.000429455	0.000790645	0.00045598	0.000270368	0.000631673	0.000990362	0.000457931	0.000216763	0.000336425	0.0004875	0.000179976	0.000361352	0.000334383	0.00115661	0.001826734	0.0000618	0.001379674	0.000424679	0.000420854	0.001128439	0.000199136
OTU_2812	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zygopleurage	zygospora	0.00027239	0.0000877	0.000230681	0.00016653	0.000235708	0.00021698	0.000235578	0.000131036	0.00016984	0.000474995	0.0000697	0.000149063	0.000323037	0.000154098	0.00023252	0.000180471	0.000172685	0.0000474	0.000131438	0.000095	0.000117285	0.024731643	0.000206074	0.000261964	0.000174305	0.000209852	0.0000862	0.000224889	0.000262694	0.000163087	0.0000664	0.0000947	0.000201629	0.000196351	0.000162912	0.000140156	0.000186951	0.000406314	0.000233348	0.0003254	0.0000793	0.000252964	0.000205518	0.000130767	0.000156489	0.000120389	0.000164995	0.000085	0.000262597	0.000192456	0.000365549	0.000273962	0.000202258	0.000136794	0.00036049	0.000292727	0.000147815	0.0000964	0.00017341	0.000248662	0.0001755	0.000161978	0.000194574	0.000255187	0.00019805	0.00027401	0.0000618	0.000186023	0.000353899	0.000252512	0.00018055	0.035074205
OTU_296	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Tetracladium	furcatum	0.001797777	0.001301151	0.000648789	0.000804896	0.000985686	0.00067194	0.002179098	0.002336806	0.002547598	0.003799959	0.001149626	0.001987512	0.00187765	0.000584509	0.003952845	0.001160168	0.001770026	0.000497206	0.005388946	0.000265997	0.000615745	0.000369129	0.001184926	0.000309594	0.001582151	0.000965318	0.000430752	0.000515921	0.000713026	0.000404906	0.000974012	0.000450034	0.00193564	0.000755196	0.001140384	0.000213923	0.000781794	0.000832944	0.002100132	0.001255113	0.001037667	0.001422925	0.00107897	0.000463629	0.003547086	0.000300973	0.003992872	0.001384655	0.001668263	0.000962279	0.00138273	0.00121432	0.007575479	0.000647491	0.002313146	0.001402006	0.001226867	0.001205081	0.009364162	0.001726004	0.001599002	0.001457805	0.003057594	0.002974252	0.000404021	0.00027401	0.000160036	0.0007906	0.001274036	0.000378769	0.000541651	0.000193896
OTU_3020	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	sp.	0.002106487	0.004268943	0.002234717	0.000527346	0.000578555	0.000951914	0.003945935	0.003123021	0.028974677	0.000474995	0.002891482	0.004919092	0.001150818	0.000393215	0.003255284	0.002165646	0.014829365	0.002746472	0.000679095	0.000422745	0.000381176	0.000531546	0.002833518	0.002143342	0.004263763	0.003833294	0.00754678	0.007156747	0.000375277	0.00066922	0.001948023	0.000532935	0.001908756	0.000815611	0.004445168	0.00098847	0.000407893	0.00071105	0.001866784	0.002463741	0.001751476	0.017881423	0.022170272	0.031823964	0.008467798	0.001198157	0.00030799	0.000364383	0.003475548	0.004503464	0.02759103	0.006937914	0.000514838	0.00045598	0.001156573	0.002280185	0.005750015	0.000662794	0.000751445	0.004973232	0.001989002	0.000890881	0.000917278	0.001768712	0.003485673	0.004703841	0.000287338	0.00730142	0.001274036	0.000681784	0.002347153	0.000309185
OTU_303	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	fusiformis	0.001234837	0.000745603	0.00017301	0.0000971	0.000321419	0.000524953	0.000176684	0.000371268	0.000390632	0.000542851	0.000435464	0.000182189	0.001594993	0.000164725	0.000441789	0.000438286	0.000669156	0.000142059	0.000197157	0.0000427	0.000146606	0.000206712	0.001107648	0.000762077	0.000402242	0.000307783	0.000120611	0.000304261	0.001388524	0.00036554	0.00026564	0.0000355	0.000470468	0.000453117	0.000139639	0.0000664	0.000441884	0.000467261	0.000622261	0.0001627	0.000125577	0.000363636	0.000436726	0.000154543	0.000869384	0.000103191	0.000131996	0.000801642	0.000339831	0.000846805	0.000556271	0.000451668	0.000202258	0.000629252	0.000300409	0.000493013	0.000753858	0.000566388	0.0000867	0.000292543	0.000546001	0.000323957	0.000555926	0.000263987	0.000293113	0.000593689	0.0000327	0.000821604	0.000566238	0.00026093	0.004355774	0.0000943
OTU_304	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	glutinans	0.000181594	0.000146197	0.001355248	0.000194285	0.001092826	0.000272975	0.000677287	0.000371268	0.000288728	0.000135713	0.000261279	0.00038094	0.000121139	0.000106274	0.000465041	0.000889462	0.000474885	0.000331471	0.009463515	0.000095	0.000454479	0.000103356	0.000386389	0.000488206	0.001823496	0.000461674	0.000809814	0.000238117	0.001182122	0.000219324	0.000464869	0.000225017	0.000228513	0.000392702	0.000698194	0.0000664	0.001733544	0.001970623	0.000700044	0.000278914	0.000191671	0.000173913	0.002902944	0.00022587	0.000191264	0.0000975	0.000527983	0.000327945	0.002069882	0.000789069	0.000651631	0.000348006	0.000294193	0.0000821	0.001862533	0.000585453	0.000206941	0.000204864	0.002384393	0.000658222	0.005460005	0.000575923	0.000472537	0.000387181	0.001117	0.00027401	0.0000436	0.000682086	0.000283119	0.001717085	0.000135413	0.000372071
OTU_305	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	perforans	0.0000182	0.0000439	0.0000433	0.0000694	0.000514271	0.000084	0.0000883	0.000611501	0.002751405	0.000135713	0.00012193	0.0000994	0.001695942	0.000207235	0.00011626	0.000232034	0.003108339	0.00047353	0.000657189	0.000113999	0.000996921	0.000413424	0.002189537	0.000369131	0.0000939	0.000056	0.0000689	0.0000529	0.000713026	0.000196829	0.0000221	0.000319761	0.000846842	0.004108265	0.000512009	0.0000148	0.000747803	0.000182841	0.00095932	0.0001627	0.000125577	0.0000791	0.0000899	0.0000357	0.0000869	0.0000545	0.000120996	0.000182191	0.000200809	0.000712086	0.0000477	0.0000518	0.001526128	0.000492458	0.000195266	0.000308133	0.000975581	0.000132559	0.000144509	0.0000731	0.001560002	0.000161978	0.000138982	0.000378381	0.00023766	0.000228342	0.0000546	0.0000155	0.000613425	0.000193593	0.000270825	0.000214858
OTU_3175	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	nigrescens	0.021482531	0.011958889	0.003489043	0.004565703	0.009749721	0.007874291	0.008569157	0.006573631	0.005197099	0.004749949	0.017296638	0.008281299	0.018312134	0.003151037	0.01146325	0.011034483	0.012994582	0.002130884	0.007316699	0.002512718	0.007300982	0.001845645	0.018675459	0.00467963	0.020983615	0.012367269	0.018746339	0.012778961	0.020396292	0.006439132	0.00741577	0.006407068	0.008360889	0.00459159	0.014918079	0.002832631	0.01346046	0.010442273	0.013715678	0.009506322	0.007085214	0.008806324	0.0168268	0.004755168	0.013023369	0.001453268	0.004322862	0.011915317	0.009036424	0.024615089	0.037031739	0.024197549	0.012025154	0.010077152	0.010304013	0.014374413	0.007420328	0.002928346	0.004393064	0.016133751	0.023322023	0.005759228	0.012119191	0.00624769	0.003493595	0.014979221	0.00091657	0.016928133	0.028052377	0.006136054	0.02401318	0.002871756
OTU_320	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	aquaeductuum	0.000108956	0.000497069	0.000418108	0.001637547	0.000149996	0.00033597	0.000206131	0.000131036	0.000747295	0.000474995	0.001358648	0.002650016	0.001978599	0.000116902	0.000302276	0.000799227	0.000625985	0.000071	0.000197157	0.000175748	0.0000733	0.0000738	0.000515185	0.000130982	0.000214529	0.000111921	0.000137841	0.000198431	0.000112583	0.0000394	0.001195378	0.0000355	0.0000941	0.000226559	0.001326569	0.0000959	0.000424888	0.000101579	0.000155565	0.000116214	0.000548575	0.000632411	0.000539485	0.00022587	0.000191264	0.000429961	0.000604981	0.001287486	0.001714603	0.000327175	0.000158935	0.000273962	0.000257419	0.000975797	0.0000751	0.00041598	0.000443446	0.000132559	0.000202312	0.00061434	0.000429	0.000134982	0.000500334	0.000158392	0.000966482	0.001461387	0.0000546	0.000775098	0.0000472	0.000412437	0.000564219	0.000555486
OTU_3264	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	sp.	0.000145275	0.000365492	0.000144175	0.00022204	0.0000857	0.000056	0.0000883	0.000109197	0.00025476	0.000407138	0.000209023	0.0000497	0.000201898	0.0000372	0.0000233	0.000116017	0.000172685	0.0000947	0.0000876	0.000019	0.000044	0.000369129	0.000154556	0.000154797	0.000134081	0.000014	0.0000689	0.000185202	0.0000375	0.0000394	0.000154956	0.00011843	0.0000538	0.000468221	0.000186185	0.0000148	0.000169955	0.0000203	0.000829682	0.000104593	0.0000529	0.000189723	0.000128449	0.000178319	0.000139101	0.000275175	0.000120996	0.000085	0.0000927	0.000077	0.000127148	0.000214727	0.0000368	0.0000274	0.0000751	0.000123253	0.0000591	0.0000362	0.000491329	0.000175526	0.000078	0.000027	0.0000556	0.0000528	0.0000317	0.0000913	0.0000218	0.000263533	0.000188746	0.0000842	0.000135413	0.0000157
OTU_328	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Acremonium	sp.	0.000127116	0.000175436	0.0000865	0.000249795	0.000235708	0.000230979	0.000265025	0.000436786	0.000356664	0.000271426	0.000574813	0.000265002	0.000222088	0.0000425	0.00011626	0.000180471	0.000431714	0.000331471	0.000350501	0.000057	0.000175927	0.0000295	0.000643981	0.000285779	0.0000804	0.000056	0.000275681	0.000582064	0.001951439	0.000292432	0.000354186	0.0000474	0.000403258	0.000679676	0.000349097	0.000059	0.000560852	0.0000609	0.000388913	0.000209186	0.000211499	0.000142292	0.002029492	0.000154543	0.000660732	0.0000774	0.000099	0.000607305	0.000756897	0.001424172	0.000651631	0.000932953	0.000239032	0.000492458	0.000240327	0.000123253	0.00067995	0.000228965	0.000823699	0.000117017	0.000507001	0.000099	0.000194574	0.000290386	0.000253503	0.000411015	0.0000473	0.000341043	0.000259526	0.000277764	0.000496513	0.0000838
OTU_332	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	inflata	0.000345028	0.000307013	0.00011534	0.000374693	0.000964258	0.000433961	0.000471156	0.000960929	0.000526504	0.000746421	0.00048772	0.000463753	0.000585504	0.000164725	0.000604553	0.000953916	0.000323785	0.000142059	0.000131438	0.0000522	0.000498461	0.0000886	0.002601685	0.000357224	0.000670403	0.000447684	0.001154416	0.000767267	0.000900664	0.000320551	0.001615974	0.000710581	0.000174745	0.000211455	0.000465463	0.000103273	0.000407893	0.000203157	0.000337058	0.000174321	0.000191671	0.000252964	0.000757848	0.000213983	0.00097371	0.000146187	0.000230993	0.000255068	0.001343878	0.002059276	0.000778779	0.000799674	0.000937741	0.000392143	0.000390531	0.001032246	0.000236504	0.0000723	0.00015896	0.000351052	0.000819001	0.000305959	0.000722704	0.000431179	0.000205972	0.000228342	0.00004	0.000418553	0.000754984	0.000479774	0.000406238	0.000172934
OTU_341	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	oviparasitica	0.000326869	0.000248534	0.000749712	0.00016653	0.000149996	0.000104991	0.000706735	0.000524143	0.000628407	0.0000679	0.000836091	0.000811567	0.000323037	0.0000585	0.000418537	0.000219143	0.000129514	0.0000947	0.000547657	0.0000855	0.000791673	0.0000443	0.000154556	0.0000476	0.001166501	0.001454973	0.000155071	0.00021166	0.000300221	0.000118098	0.000464869	0.0000237	0.000147861	0.0000906	0.00037237	0.0000295	0.000322915	0.0000203	0.000362986	0.0000349	0.000561794	0.000537549	0.001053281	0.000237758	0.000312978	0.000108923	0.000022	0.000485844	0.001220303	0.000134719	0.000254295	0.000518307	0.000110323	0.0000365	0.0000751	0.001186313	0.000266068	0.0000603	0.0000578	0.000468069	0.001404001	0.000054	0.000194574	0.000272786	0.0000555	0.0000913	0.0000327	0.000294537	0.000212339	0.000740703	0.000270825	0.0000576
OTU_363	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	apis	0.000780853	0.000321633	0.000201845	0.000180408	0.000342847	0.000496955	0.000471156	0.000262072	0.000186824	0.000203569	0.000296116	0.000298127	0.000423985	0.000132843	0.000488293	0.000438286	0.000215857	0.000189412	0.000131438	0.0000427	0.000190588	0.000280538	0.000643981	0.000154797	0.000201121	0.000195862	0.000172301	0.000198431	0.001388524	0.000179958	0.000154956	0.000201331	0.000376374	0.000181247	0.000162912	0.0000443	0.000424888	0.000690734	0.000622261	0.000313778	0.000158624	0.000363636	0.000231208	0.000202095	0.000382529	0.0000631	0.000099	0.00055872	0.00024715	0.000481139	0.000445017	0.000636778	0.000257419	0.000465099	0.000195266	0.000354353	0.000546917	0.000180762	0.000231214	0.000234034	0.000312	0.000242967	0.000361352	0.00019359	0.000261425	0.000228342	0.0000255	0.000341043	0.000283119	0.000328266	0.000835045	0.0000838
